Title: Young Stellar Objects in the Gould Belt 
Authors: Dunham M.M., Allen L.E., Evans N.J., Broekhoven-Fiene H., Cieza L.A., 
         Francesco J.D., Gutermuth R.A., Harvey P.M., Hatchell J., Heiderman A.,
         Huard T.L., Johnstone D., Kirk J.M., Matthews B.C., Miller J.F., 
         Peterson D.E., Young K.E. 
Table: Properties of the c2d+GB YSOs
================================================================================
Byte-by-byte Description of file: apjs519129t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---    Index   Index
   6- 21 A16    ---    Cloud   Cloud identifier
  23- 38 A16    ---    ID      SSTc2d or SSTgb + Spitzer source name  
 256 Aquila           J182854.1-015952  6.5   -0.85 1300.     0.065     -1.10 1600.     0.12    N - 
 257 Aquila           J182854.8-013727 12.4    1.04  210.     0.0041     0.82  230.     0.0056  N - 
 258 Aquila           J182855.8-013734 12.4    0.87  240.     0.15       0.61  330.     0.21    N - 
 259 Aquila           J182855.8-014313 12.4    0.27  540.     0.017      0.02  610.     0.030   N - 
 260 Aquila           J182856.5-020644 13.8   -2.16 1600.     0.72      -2.64 2000.     3.6     Y - 
 261 Aquila           J182856.9-025955 10.5   -1.70 1500.     7.7       -2.14 1900.    25.      N - 
 262 Aquila           J182857.1-013715 12.4    0.35  680.     0.015     -0.12  940.     0.030   N - 
 263 Aquila           J182857.2-030203  8.7   -2.15 1700.     1.9       -2.39 2000.     5.3     Y - 
 264 Aquila           J182857.7-014230 12.4   -0.02  710.     0.0053    -0.28  810.     0.010   N - 
 265 Aquila           J182857.7-034634 11.2   -1.99 1600.     0.24      -2.41 2000.     0.89    N - 
 266 Aquila           J182858.3-013834 12.4    0.43  400.     0.19       0.29  500.     0.31    N - 
 267 Aquila           J182858.4-034230  7.4   -1.91 1600.     0.025     -2.15 1900.     0.059   N - 
 268 Aquila           J182858.4-030021 10.9   -2.18 1600.     0.24      -2.56 2000.     0.88    Y - 
 269 Aquila           J182859.1-023232  8.5   -2.02 1700.     0.51      -2.36 2000.     1.4     N - 
 270 Aquila           J182859.7-020508 14.9   -0.74 1100.     0.043     -1.29 1600.     0.16    N - 
 271 Aquila           J182900.2-023203  8.6   -2.22 1700.     0.36      -2.49 2000.     1.0     Y - 
 272 Aquila           J182900.4-014550 15.4   -0.62  920.     0.012     -1.05 1200.     0.035   N - 
 273 Aquila           J182900.6-033421  8.4   -2.08 1700.     0.029     -2.48 2000.     0.080   N - 
 274 Aquila           J182900.7-023330  9.7   -1.86 1600.     0.85      -2.31 1900.     2.7     N - 
 275 Aquila           J182900.9-020658  6.3   -0.87  400.     0.019     -1.06  690.     0.023   N - 
 276 Aquila           J182901.1-033422 13.1   -1.42 1400.     0.82      -2.03 1900.     3.4     N - 
 277 Aquila           J182901.2-014221 29.2   -1.32  930.     0.17      -1.62 1200.     1.2     N - 
 278 Aquila           J182901.6-022014  6.8   -2.14 1700.     0.36      -2.41 2000.     0.83    N - 
 279 Aquila           J182901.8-015856  7.1   -1.06 1400.     0.012     -1.44 1800.     0.025   N - 
 280 Aquila           J182901.8-013902 12.4    0.09  460.     0.015     -0.13  490.     0.025   N - 
 281 Aquila           J182901.8-014344 25.2   -1.54 1200.     0.94      -2.19 1800.     9.6     N - 
 282 Aquila           J182903.3-020453  5.7   -0.97 1500.     0.029     -1.41 1800.     0.054   N - 
 283 Aquila           J182903.3-020359 11.8   -0.80 1100.     0.028     -1.19 1600.     0.081   N - 
 284 Aquila           J182903.4-020656  6.1   -1.08 1600.     0.024     -1.56 1800.     0.049   N - 
 285 Aquila           J182903.5-020348 11.5   -0.65 1200.     0.042     -1.22 1700.     0.12    N - 
 286 Aquila           J182903.6-023440  9.2   -1.87 1600.     0.73      -2.25 2000.     2.2     N - 
 287 Aquila           J182903.6-012512  8.6   -2.11 1700.     0.50      -2.51 2000.     1.4     N - 
 288 Aquila           J182903.7-023327  8.9   -2.10 1700.     0.52      -2.41 2000.     1.5     N - 
 289 Aquila           J182903.9-011535  6.1   -2.40 1700.     0.088     -2.62 2000.     0.19    Y - 
 290 Aquila           J182904.0-020928  6.1   -1.34 1600.     0.13      -1.60 1800.     0.27    N - 
 291 Aquila           J182904.0-014221 17.0   -0.68 1000.     0.070     -1.28 1600.     0.30    N - 
 292 Aquila           J182904.2-020407 17.6   -1.91 1400.     0.66      -2.49 1900.     4.4     N - 
 293 Aquila           J182904.2-020354 10.0   -1.08 1300.     0.018     -1.31 1700.     0.048   N - 
 294 Aquila           J182904.4-014231 13.6   -0.84 1200.     0.051     -1.34 1700.     0.19    N - 
 295 Aquila           J182904.4-020915  5.7   -0.96 1500.     0.027     -1.32 1700.     0.050   N - 
 296 Aquila           J182904.8-033656 10.0   -2.07 1700.     0.22      -2.50 2000.     0.72    N - 
 297 Aquila           J182905.3-014156 12.4    1.14   80.     2.7        0.96   96.     2.9     N Y 
 298 Aquila           J182905.4-034245 12.4    0.30  200.     0.090      0.07  260.     0.11    N - 
 299 Aquila           J182905.9-013025 12.4    1.00  350.     0.056      0.75  390.     0.091   N - 
 300 Aquila           J182906.2-020518 15.7   -1.54 1400.     0.046     -2.23 1900.     0.25    N - 
 301 Aquila           J182906.5-020123  6.9   -1.00 1500.     0.020     -1.65 1900.     0.045   N - 
 302 Aquila           J182907.1-012425 10.0   -1.82 1400.     0.35      -1.98 1800.     1.0     N - 
 303 Aquila           J182907.4-024042  8.3   -2.02 1700.     1.1       -2.36 2000.     3.1     N - 
 304 Aquila           J182907.8-020130 10.5   -0.98 1200.     0.037     -1.24 1600.     0.098   N - 
 305 Aquila           J182908.0-020221 12.4    0.65  490.     0.037      0.19  920.     0.072   N - 
 306 Aquila           J182908.0-020305  8.5   -0.74 1200.     0.084     -1.06 1600.     0.18    N - 
 307 Aquila           J182908.1-013551 18.4   -2.04 1400.     0.65      -2.62 1900.     4.7     N - 
 308 Aquila           J182908.1-020538 12.4   -0.02  620.     0.11       0.06  710.     0.20    N - 
 309 Aquila           J182908.1-013921 17.3   -0.60  840.     0.082     -1.34 1500.     0.32    N - 
 310 Aquila           J182908.2-013141 20.1   -0.46  750.     0.022     -0.77  880.     0.067   N - 
 311 Aquila           J182908.4-020704 27.6   -0.53  570.     0.096     -1.22 1100.     0.44    N - 
 312 Aquila           J182908.4-032355 12.0   -2.02 1500.     0.24      -2.25 1900.     0.89    N - 
 313 Aquila           J182908.4-020430 10.7   -0.76 1200.     0.044     -1.18 1600.     0.12    N - 
 314 Aquila           J182908.6-034648 10.3   -2.04 1600.     0.37      -2.32 1900.     1.2     N - 
 315 Aquila           J182909.0-031946 10.7   -2.12 1600.     3.9       -2.56 2000.    14.      N - 
 316 Aquila           J182909.3-020350 10.5   -0.63 1100.     1.1       -0.94 1500.     2.7     N - 
 317 Aquila           J182909.3-020227  9.2   -0.71 1100.     0.33      -0.99 1400.     0.74    N - 
 318 Aquila           J182909.8-020315 10.6   -0.62 1100.     0.16      -1.10 1600.     0.41    N - 
 319 Aquila           J182909.8-020629 14.2   -1.38 1100.     0.0028    -1.78 1500.     0.0088  N - 
 320 Aquila           J182910.3-030545 12.3   -2.12 1600.     0.48      -2.52 2000.     2.0     N - 
 321 Aquila           J182910.6-025356  8.2   -1.04  920.     0.0024    -1.26 1000.     0.0041  N - 
 322 Aquila           J182910.6-023331  9.4   -2.09 1600.     1.4       -2.41 2000.     4.2     N - 
 323 Aquila           J182911.1-020430 12.4    0.22  580.     0.55       0.33  750.     1.00    N - 
 324 Aquila           J182911.2-020442 21.2   -0.67  710.     0.027     -1.01  900.     0.081   N - 
 325 Aquila           J182911.2-020451 22.1   -0.51  870.     0.016     -1.56 1400.     0.077   N - 
 326 Aquila           J182911.9-013137 23.8   -0.57  920.     0.017     -1.49 1400.     0.096   N - 
 327 Aquila           J182912.1-014845 12.4   -0.13  160.     0.016     -0.33  210.     0.020   N - 
 328 Aquila           J182912.2-020320  4.5   -2.15 1800.     0.52      -2.44 2000.     0.92    N - 
 329 Aquila           J182912.4-035057 14.0   -0.79 1100.     2.3       -1.47 1600.     8.1     N - 
 330 Aquila           J182912.8-020423 12.3   -1.02 1200.     0.25      -1.51 1700.     0.84    N - 
 331 Aquila           J182912.8-020350 12.4    1.11  260.     3.2        1.07  320.     4.6     N - 
 332 Aquila           J182913.0-014617 12.4    0.51  310.     0.34       0.62  410.     0.48    N - 
 333 Aquila           J182913.0-024841 16.8   -1.96 1500.     0.14      -2.53 1900.     0.85    N - 
 334 Aquila           J182913.1-020502 12.4   -0.60  350.     0.0043    -0.91  400.     0.0065  N - 
 335 Aquila           J182913.1-020500 11.9   -0.61 1100.     0.053     -1.16 1600.     0.16    N - 
 336 Aquila           J182913.6-015714 16.1   -2.03 1500.     0.15      -2.54 2000.     0.88    N - 
 337 Aquila           J182913.8-034235 16.6   -2.06 1400.     0.33      -2.64 1900.     2.0     N - 
 338 Aquila           J182913.9-015936 13.0   -0.41  850.     1.2       -1.05 1400.     3.3     N - 
 339 Aquila           J182914.0-021213  8.5   -0.78 1400.     0.013     -1.37 1800.     0.032   N - 
 340 Aquila           J182914.0-020638 11.4   -0.58 1100.     0.045     -1.36 1600.     0.13    N - 
 341 Aquila           J182914.2-020239 12.6   -0.80 1100.     0.051     -1.21 1600.     0.16    N - 
 342 Aquila           J182914.5-022057  7.5   -2.18 1700.     0.36      -2.52 2000.     0.90    N - 
 343 Aquila           J182914.5-020240 11.1   -0.99 1300.     0.015     -1.47 1700.     0.047   N - 
 344 Aquila           J182915.1-021309  9.6   -1.34 1400.     0.0094    -1.72 1800.     0.027   N - 
 345 Aquila           J182915.5-020247 11.7   -0.95 1200.     0.076     -1.31 1600.     0.22    N - 
 346 Aquila           J182915.5-020450 16.2   -1.37 1300.     0.31      -1.97 1800.     1.6     N - 
 347 Aquila           J182915.9-020837 10.6   -0.74 1100.     0.100     -0.96 1500.     0.25    N - 
 348 Aquila           J182916.1-020514 11.0   -0.81 1300.     0.041     -1.37 1700.     0.12    N - 
 349 Aquila           J182916.1-020837  8.5   -1.02 1400.     0.037     -1.78 1800.     0.094   N - 
 350 Aquila           J182916.6-020339 12.4    0.17  380.     0.011     -0.06  410.     0.017   N - 
 351 Aquila           J182916.7-011736 12.4   -0.08  710.     0.013     -0.88 1400.     0.033   N - 
 352 Aquila           J182916.7-013120 12.0   -0.92  980.     0.0064    -1.17 1200.     0.015   N - 
 353 Aquila           J182916.8-011730 12.4    0.78  430.     0.33       0.65  550.     0.57    N - 
 354 Aquila           J182917.0-013358 12.1   -0.98 1200.     0.017     -1.27 1600.     0.053   N - 
 355 Aquila           J182917.2-035636  8.6   -2.17 1700.     0.62      -2.44 2000.     1.8     Y - 
 356 Aquila           J182917.7-034952 11.7   -1.81 1500.     7.8       -2.09 1900.    28.      N - 
 357 Aquila           J182917.8-030738  9.1   -2.03 1600.     0.54      -2.32 2000.     1.6     N - 
 358 Aquila           J182918.0-034942  8.8   -2.03 1700.     0.13      -2.65 2000.     0.38    N - 
 359 Aquila           J182918.1-034528 29.0   -2.26 1300.     2.2       -2.98 1900.    40.      Y - 
 360 Aquila           J182918.1-020245  8.8   -0.69 1200.     0.0074    -0.94 1600.     0.016   N - 
 361 Aquila           J182918.3-015211 31.5   -1.71 1100.     0.064     -2.34 1500.     0.70    Y - 
 362 Aquila           J182918.5-014509 16.1   -1.42 1500.     0.66      -2.28 1900.     3.9     N - 
 363 Aquila           J182918.6-020550 11.4   -0.92 1300.     0.026     -1.43 1800.     0.083   N - 
 364 Aquila           J182919.0-020631 10.2   -0.73 1300.     0.033     -1.41 1700.     0.094   N - 
 365 Aquila           J182919.1-023121  8.8   -2.05 1700.     4.6       -2.56 2000.    14.      N - 
 366 Aquila           J182919.3-015410 35.1   -1.93 1100.     0.13      -2.75 1600.     2.2     Y - 
 367 Aquila           J182919.5-021807  6.2   -1.41 1600.     0.0065    -1.65 1800.     0.013   N - 
 368 Aquila           J182919.6-034835 11.7   -1.98 1600.     1.0       -2.47 2000.     4.0     N - 
 369 Aquila           J182919.7-032855 11.5   -2.04 1600.     1.3       -2.50 2000.     5.2     N - 
 370 Aquila           J182920.4-010545  6.3   -2.03 1700.     0.14      -2.15 1900.     0.30    Y - 
 371 Aquila           J182920.9-013714 12.4    0.27  430.     0.37       0.13  560.     0.61    N - 
 372 Aquila           J182921.0-030836 11.7   -1.13 1000.     4.0       -1.08 1400.    10.      N - 
 373 Aquila           J182921.1-015529 10.8   -0.76 1200.     0.036     -1.12 1600.     0.097   N - 
 374 Aquila           J182921.5-020150 12.9   -0.94  900.     0.0055    -1.47 1100.     0.013   N - 
 375 Aquila           J182921.8-020431  8.7   -1.22 1400.     0.0072    -1.56 1800.     0.018   N - 
 376 Aquila           J182922.7-034544 12.3   -1.57 1500.     0.70      -2.29 2000.     2.9     N - 
 377 Aquila           J182923.2-025906 10.5   -2.18 1600.     3.7       -2.49 2000.    13.      Y - 
 378 Aquila           J182923.4-013855 12.4    1.39  250.     0.84       1.07  320.     1.2     N Y 
 379 Aquila           J182923.5-025417 12.3   -2.07 1600.     0.83      -2.49 2000.     3.5     N - 
 380 Aquila           J182925.1-014737 12.4    0.59  250.     0.039      0.13  440.     0.056   N - 
 381 Aquila           J182925.1-020644 11.8   -1.07 1300.     0.0071    -1.47 1800.     0.024   N - 
 382 Aquila           J182925.3-023137 11.5   -1.44 1400.     0.68      -1.93 1900.     2.4     N - 
 383 Aquila           J182925.4-020122  9.4   -0.78 1300.     0.0071    -1.13 1700.     0.018   N - 
 384 Aquila           J182925.4-014254 31.7   -2.17 1200.     0.58      -3.01 1900.    13.      Y - 
 385 Aquila           J182925.8-020317 12.4   -0.57  520.     0.016     -0.77  550.     0.028   N - 
 386 Aquila           J182926.4-021230  8.4   -1.52 1500.     0.0064    -1.78 1800.     0.016   N - 
 387 Aquila           J182926.5-014128 20.7   -1.95 1400.     0.13      -2.60 1900.     1.2     N - 
 388 Aquila           J182927.1-021126 11.7   -1.17 1400.     0.064     -1.65 1800.     0.22    N - 
 389 Aquila           J182927.3-035853 14.6   -2.14 1500.     0.26      -2.63 2000.     1.4     N - 
 390 Aquila           J182927.4-020356  8.7   -0.85 1400.     0.020     -1.31 1800.     0.052   N - 
 391 Aquila           J182927.4-023948 12.1   -1.72 1300.     2.0       -1.80 1700.     6.5     N - 
 392 Aquila           J182927.7-020531 16.5   -0.57  970.     0.21      -1.11 1500.     0.80    N - 
 393 Aquila           J182927.7-020712  5.3   -2.14 1800.     0.12      -2.46 2000.     0.25    N - 
 394 Aquila           J182928.0-020404 12.7   -0.79 1000.     0.021     -1.25 1800.     0.068   N - 
 395 Aquila           J182928.4-033553  9.2   -2.13 1700.     0.11      -2.47 2000.     0.35    N - 
 396 Aquila           J182928.7-033943 11.1   -2.10 1600.     0.89      -2.41 1900.     3.2     N - 
 397 Aquila           J182928.7-030024 11.0   -2.22 1700.     1.7       -2.70 2000.     6.2     Y - 
 398 Aquila           J182928.8-022115  3.2   -0.97 1700.     0.014     -1.47 1800.     0.021   N - 
 399 Aquila           J182928.8-025134 14.9   -1.87 1500.     0.98      -2.41 1900.     5.2     N - 
 400 Aquila           J182930.4-021157  9.9   -0.58  950.     0.0036    -0.81 1200.     0.0071  N - 
 401 Aquila           J182932.2-032208 12.6   -2.03 1500.     0.42      -2.43 2000.     1.8     N - 
 402 Aquila           J182932.6-020010 16.6   -0.85  920.     0.010     -1.18 1200.     0.032   N - 
 403 Aquila           J182932.8-020103 10.4   -1.25 1500.     0.017     -1.81 1900.     0.054   N - 
 404 Aquila           J182933.6-014510 22.9   -0.49  650.     0.038     -1.16 1100.     0.14    N - 
 405 Aquila           J182933.7-020638  9.1   -0.77 1200.     0.066     -0.93 1600.     0.15    N - 
 406 Aquila           J182933.8-040015  4.9   -1.22 1500.     0.0054    -1.34 1700.     0.0092  N - 
 407 Aquila           J182935.8-033812  9.5   -1.92 1600.     0.63      -2.31 2000.     1.9     N - 
 408 Aquila           J182936.2-031943 13.0   -1.86 1500.     3.3       -2.41 2000.    15.      N - 
 409 Aquila           J182936.3-020841  7.0   -1.11 1500.     0.011     -1.53 1800.     0.024   N - 
 410 Aquila           J182936.5-015405  8.9   -0.99 1400.     0.18      -1.37 1700.     0.46    N - 
 411 Aquila           J182936.6-020653  7.3   -0.36 1300.     0.049     -1.15 1700.     0.11    N - 
 412 Aquila           J182936.6-015059 12.4    0.30  650.     0.62       0.11  970.     1.3     N - 
 413 Aquila           J182936.9-020325 13.1   -1.02 1100.     0.037     -1.54 1400.     0.11    N - 
 414 Aquila           J182937.1-015834 12.8   -1.07 1300.     0.013     -1.52 1800.     0.046   N - 
 415 Aquila           J182937.4-020850  9.2   -0.96 1300.     0.0048    -1.23 1700.     0.012   N - 
 416 Aquila           J182937.4-031453 12.4    0.64  220.     0.10      -0.03  390.     0.14    N - 
 417 Aquila           J182937.5-020658  7.7   -1.23 1400.     0.010     -1.47 1800.     0.024   N - 
 418 Aquila           J182937.6-015205 28.0   -0.89  800.     0.12      -0.97  950.     0.59    N - 
 419 Aquila           J182937.7-015938  8.9   -1.47 1500.     0.079     -1.84 1900.     0.22    N - 
 420 Aquila           J182938.1-015100 12.4    1.30  240.     0.33       1.07  260.     0.46    N Y 
 421 Aquila           J182938.1-011508 12.4   -1.25  610.     0.010     -1.46  630.     0.018   N - 
 422 Aquila           J182938.5-013058  9.6   -0.37 1200.     0.17      -1.13 1700.     0.44    N - 
 423 Aquila           J182938.6-011052  9.7   -1.93 1700.     0.47      -2.39 2000.     1.5     N - 
 424 Aquila           J182938.6-015100 12.4    0.82   84.     3.0        0.64  110.     3.3     N Y 
 425 Aquila           J182938.7-032423 10.5   -2.11 1600.     0.77      -2.43 2000.     2.6     N - 
 426 Aquila           J182938.8-020212 16.9   -1.82 1400.     0.81      -2.47 1900.     5.1     N - 
 427 Aquila           J182939.0-034331 15.4   -1.85 1500.     0.090     -2.40 2000.     0.50    N - 
 428 Aquila           J182939.1-015021 12.4    0.16  300.     0.0022    -0.08  340.     0.0032  N - 
 429 Aquila           J182939.6-020241 13.9   -0.66  850.     0.036     -1.29 1500.     0.11    N - 
 430 Aquila           J182940.2-015127 12.4   -0.22  650.     0.0069    -0.49  750.     0.013   N - 
 431 Aquila           J182940.2-014032 12.4    0.96  210.     0.022      0.74  250.     0.030   N - 
 432 Aquila           J182940.6-021011 13.4   -2.00 1500.     2.8       -2.39 1900.    13.      N - 
 433 Aquila           J182940.8-031807 11.2   -2.17 1200.     0.15      -2.53 1300.     0.35    Y - 
 434 Aquila           J182941.1-020830 10.7   -1.11 1500.     0.020     -1.86 1900.     0.065   N - 
 435 Aquila           J182941.4-015421 20.6   -0.68  920.     0.046     -1.31 1300.     0.20    N - 
 436 Aquila           J182941.6-015129 12.4   -0.07  810.     0.074     -0.79 1200.     0.18    N - 
 437 Aquila           J182941.9-015011 12.4    0.65  110.     0.067      0.45  150.     0.078   N Y 
 438 Aquila           J182942.0-031547 10.7   -2.05 1600.     1.3       -2.53 2000.     4.6     N - 
 439 Aquila           J182942.3-031459 14.1   -1.34 1100.     0.72      -1.49 1600.     2.6     N - 
